@relation bookkeeper_Testing_2

@attribute LOC numeric
@attribute authors_number numeric
@attribute revisions_number numeric
@attribute touched_loc numeric
@attribute total_add_lines numeric
@attribute average_add_lines numeric
@attribute max_add_lines numeric
@attribute total_churn numeric
@attribute max_churn numeric
@attribute number_fix numeric
@attribute cyclomatic_complexity numeric
@attribute average_churn numeric
@attribute days_between_commits numeric
@attribute buggy {'YES', 'NO'}

@data
923,3,5,53,26,5.20,11,29,9,4,147,5.80,11.25,YES
60,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
62,0,0,0,0,0.00,0,0,0,0,10,0.00,0.00,NO
87,0,0,0,0,0.00,0,0,0,0,10,0.00,0.00,NO
52,0,0,0,0,0.00,0,0,0,0,7,0.00,0.00,NO
268,0,0,0,0,0.00,0,0,0,0,24,0.00,0.00,YES
163,0,0,0,0,0.00,0,0,0,0,15,0.00,0.00,NO
109,0,0,0,0,0.00,0,0,0,0,10,0.00,0.00,NO
147,0,0,0,0,0.00,0,0,0,0,18,0.00,0.00,NO
58,0,0,0,0,0.00,0,0,0,0,7,0.00,0.00,NO
44,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
106,0,0,0,0,0.00,0,0,0,0,9,0.00,0.00,YES
139,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
326,0,0,0,0,0.00,0,0,0,0,50,0.00,0.00,YES
648,0,0,0,0,0.00,0,0,0,0,32,0.00,0.00,YES
792,1,2,20,17,8.50,12,14,12,1,58,7.00,18.00,YES
319,2,2,7,6,3.00,5,5,5,1,28,2.50,27.00,YES
55,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
191,0,0,0,0,0.00,0,0,0,0,22,0.00,0.00,NO
90,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
273,0,0,0,0,0.00,0,0,0,0,29,0.00,0.00,YES
137,0,0,0,0,0.00,0,0,0,0,5,0.00,0.00,NO
79,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
82,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
147,0,0,0,0,0.00,0,0,0,0,8,0.00,0.00,NO
422,0,0,0,0,0.00,0,0,0,0,24,0.00,0.00,YES
979,1,1,9,5,5.00,5,1,1,1,60,1.00,0.00,YES
495,2,2,62,45,22.50,40,50,48,2,49,25.00,45.00,YES
189,0,0,0,0,0.00,0,0,0,0,15,0.00,0.00,YES
167,1,1,58,36,36.00,36,36,36,1,10,36.00,0.00,YES
86,1,1,4,3,3.00,3,2,2,1,4,2.00,0.00,NO
182,0,0,0,0,0.00,0,0,0,0,14,0.00,0.00,YES
361,1,1,39,21,21.00,21,25,25,1,38,25.00,0.00,YES
126,0,0,0,0,0.00,0,0,0,0,15,0.00,0.00,YES
106,0,0,0,0,0.00,0,0,0,0,8,0.00,0.00,NO
109,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
85,0,0,0,0,0.00,0,0,0,0,4,0.00,0.00,NO
236,0,0,0,0,0.00,0,0,0,0,4,0.00,0.00,NO
315,2,2,7,4,2.00,3,1,1,2,3,0.50,45.00,YES
695,3,6,36,20,3.33,5,8,2,6,7,1.33,9.00,YES
27,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
89,0,0,0,0,0.00,0,0,0,0,7,0.00,0.00,NO
301,1,1,2,1,1.00,1,0,0,1,29,0.00,0.00,YES
153,0,0,0,0,0.00,0,0,0,0,11,0.00,0.00,YES
92,0,0,0,0,0.00,0,0,0,0,9,0.00,0.00,NO
466,1,2,4,2,1.00,1,0,0,2,42,0.00,0.00,YES
93,0,0,0,0,0.00,0,0,0,0,10,0.00,0.00,NO
244,0,0,0,0,0.00,0,0,0,0,21,0.00,0.00,NO
192,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,YES
252,1,1,10,6,6.00,6,2,2,1,41,2.00,0.00,NO
109,0,0,0,0,0.00,0,0,0,0,11,0.00,0.00,NO
601,0,0,0,0,0.00,0,0,0,0,53,0.00,0.00,YES
565,1,1,2,1,1.00,1,0,0,1,117,0.00,0.00,YES
69,0,0,0,0,0.00,0,0,0,0,12,0.00,0.00,NO
77,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
94,0,0,0,0,0.00,0,0,0,0,8,0.00,0.00,YES
337,0,0,0,0,0.00,0,0,0,0,52,0.00,0.00,NO
214,0,0,0,0,0.00,0,0,0,0,13,0.00,0.00,NO
79,0,0,0,0,0.00,0,0,0,0,4,0.00,0.00,NO
25,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
84,0,0,0,0,0.00,0,0,0,0,5,0.00,0.00,NO
34,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
33,0,0,0,0,0.00,0,0,0,0,4,0.00,0.00,NO
104,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
172,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
70,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
140,0,0,0,0,0.00,0,0,0,0,14,0.00,0.00,NO
156,1,1,4,3,3.00,3,2,2,1,13,2.00,0.00,NO
248,0,0,0,0,0.00,0,0,0,0,15,0.00,0.00,NO
277,1,1,4,3,3.00,3,2,2,1,23,2.00,0.00,YES
189,2,2,193,191,95.50,189,189,189,0,8,94.50,34.00,YES
194,2,2,212,203,101.50,118,198,118,0,26,99.00,34.00,NO
346,2,2,204,187,93.50,158,184,158,0,3,92.00,34.00,NO
304,2,2,308,306,153.00,303,304,303,0,46,152.00,34.00,NO
356,2,2,298,15,7.50,10,282,277,1,44,141.00,4.00,YES
84,2,2,11,2,1.00,2,7,5,1,2,3.50,3.00,NO
53,1,1,5,0,0.00,0,5,5,1,1,5.00,0.00,NO
132,0,0,0,0,0.00,0,0,0,0,5,0.00,0.00,NO
4088,0,0,0,0,0.00,0,0,0,0,438,0.00,0.00,NO
691,2,3,196,80,26.67,79,80,77,2,82,26.67,22.50,YES
47,2,2,57,52,26.00,40,47,40,0,2,23.50,34.00,NO
101,1,1,49,0,0.00,0,49,49,1,4,49.00,0.00,NO
510,1,2,9,8,4.00,6,7,5,1,76,3.50,7.00,YES
328,1,1,3,3,3.00,3,3,3,1,34,3.00,0.00,YES
273,0,0,0,0,0.00,0,0,0,0,31,0.00,0.00,YES
136,0,0,0,0,0.00,0,0,0,0,11,0.00,0.00,NO
56,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
74,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
359,1,1,2,2,2.00,2,2,2,0,38,2.00,0.00,YES
174,0,0,0,0,0.00,0,0,0,0,19,0.00,0.00,NO
148,0,0,0,0,0.00,0,0,0,0,11,0.00,0.00,NO
92,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
45,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
168,0,0,0,0,0.00,0,0,0,0,24,0.00,0.00,NO
77,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
666,1,1,16,9,9.00,9,2,2,1,88,2.00,0.00,NO
88,0,0,0,0,0.00,0,0,0,0,17,0.00,0.00,NO
262,1,1,6,4,4.00,4,2,2,1,33,2.00,0.00,NO
54,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
48,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,YES
140,0,0,0,0,0.00,0,0,0,0,10,0.00,0.00,YES
152,0,0,0,0,0.00,0,0,0,0,20,0.00,0.00,NO
39,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
131,0,0,0,0,0.00,0,0,0,0,8,0.00,0.00,NO
47,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
129,0,0,0,0,0.00,0,0,0,0,13,0.00,0.00,NO
43,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
243,0,0,0,0,0.00,0,0,0,0,21,0.00,0.00,YES
62,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
45,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
97,1,1,3,3,3.00,3,3,3,1,10,3.00,0.00,NO
476,1,1,476,476,476.00,476,476,476,0,91,476.00,0.00,NO
77,1,1,77,77,77.00,77,77,77,0,1,77.00,0.00,NO
69,1,1,69,69,69.00,69,69,69,0,4,69.00,0.00,NO
104,1,1,104,104,104.00,104,104,104,0,2,104.00,0.00,NO
115,1,1,115,115,115.00,115,115,115,0,4,115.00,0.00,NO
421,1,1,421,421,421.00,421,421,421,0,29,421.00,0.00,NO
61,1,1,61,61,61.00,61,61,61,0,5,61.00,0.00,NO
2009,2,2,2033,2021,1010.50,2009,2009,2009,1,444,1004.50,8.00,NO
179,1,1,179,179,179.00,179,179,179,0,8,179.00,0.00,NO
106,1,1,106,106,106.00,106,106,106,0,9,106.00,0.00,NO
33,1,1,33,33,33.00,33,33,33,0,2,33.00,0.00,NO
657,1,1,657,657,657.00,657,657,657,0,204,657.00,0.00,NO
295,1,1,295,295,295.00,295,295,295,0,92,295.00,0.00,NO
872,1,1,872,872,872.00,872,872,872,0,159,872.00,0.00,NO
444,1,1,444,444,444.00,444,444,444,0,121,444.00,0.00,NO
168,1,1,168,168,168.00,168,168,168,0,25,168.00,0.00,NO
752,1,1,752,752,752.00,752,752,752,0,218,752.00,0.00,NO
135,1,1,135,135,135.00,135,135,135,0,16,135.00,0.00,NO
1126,1,1,1126,1126,1126.00,1126,1126,1126,0,112,1126.00,0.00,NO
163,1,1,163,163,163.00,163,163,163,0,37,163.00,0.00,NO
184,1,1,184,184,184.00,184,184,184,0,79,184.00,0.00,NO
51,1,1,51,51,51.00,51,51,51,0,8,51.00,0.00,NO
25,1,1,25,25,25.00,25,25,25,0,2,25.00,0.00,NO
180,1,1,180,180,180.00,180,180,180,0,28,180.00,0.00,NO
64,1,1,64,64,64.00,64,64,64,0,13,64.00,0.00,NO
101,1,1,101,101,101.00,101,101,101,0,18,101.00,0.00,NO
512,1,1,512,512,512.00,512,512,512,0,121,512.00,0.00,NO
187,1,1,187,187,187.00,187,187,187,0,54,187.00,0.00,NO
56,1,1,56,56,56.00,56,56,56,0,1,56.00,0.00,NO
39,1,1,39,39,39.00,39,39,39,0,1,39.00,0.00,NO
261,1,1,261,261,261.00,261,261,261,0,32,261.00,0.00,NO
73,1,1,73,73,73.00,73,73,73,0,15,73.00,0.00,NO
65,1,1,65,65,65.00,65,65,65,0,10,65.00,0.00,NO
329,1,1,329,329,329.00,329,329,329,0,115,329.00,0.00,NO
64,1,1,64,64,64.00,64,64,64,0,6,64.00,0.00,NO
164,1,1,164,164,164.00,164,164,164,0,24,164.00,0.00,NO
624,2,2,628,626,313.00,621,626,621,1,134,313.00,53.00,NO
74,1,1,74,74,74.00,74,74,74,0,6,74.00,0.00,NO
117,1,1,117,117,117.00,117,117,117,0,14,117.00,0.00,NO
84,1,1,84,84,84.00,84,84,84,0,15,84.00,0.00,NO
226,2,2,228,227,113.50,226,226,226,1,32,113.00,8.00,NO
76,1,1,76,76,76.00,76,76,76,0,13,76.00,0.00,NO
323,1,1,323,323,323.00,323,323,323,0,53,323.00,0.00,NO
72,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
42,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
48,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
89,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
380,0,0,0,0,0.00,0,0,0,0,11,0.00,0.00,NO
141,1,1,5,4,4.00,4,3,3,1,13,3.00,0.00,NO
148,1,1,10,8,8.00,8,6,6,1,14,6.00,0.00,NO
191,0,0,0,0,0.00,0,0,0,0,17,0.00,0.00,NO
46,0,0,0,0,0.00,0,0,0,0,5,0.00,0.00,NO
165,0,0,0,0,0.00,0,0,0,0,10,0.00,0.00,NO
171,0,0,0,0,0.00,0,0,0,0,7,0.00,0.00,NO
56,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
179,0,0,0,0,0.00,0,0,0,0,20,0.00,0.00,NO
74,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
36,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
37,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
34,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
34,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
38,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
39,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
156,0,0,0,0,0.00,0,0,0,0,11,0.00,0.00,NO
84,0,0,0,0,0.00,0,0,0,0,8,0.00,0.00,NO
117,0,0,0,0,0.00,0,0,0,0,5,0.00,0.00,NO
94,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
71,0,0,0,0,0.00,0,0,0,0,7,0.00,0.00,NO
183,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
85,0,0,0,0,0.00,0,0,0,0,8,0.00,0.00,NO
183,0,0,0,0,0.00,0,0,0,0,14,0.00,0.00,NO
70,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
54,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
160,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
125,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
151,0,0,0,0,0.00,0,0,0,0,19,0.00,0.00,NO
422,1,1,1,1,1.00,1,1,1,1,67,1.00,0.00,NO
221,1,1,2,2,2.00,2,2,2,1,17,2.00,0.00,NO
50,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
42,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
624,0,0,0,0,0.00,0,0,0,0,44,0.00,0.00,NO
377,0,0,0,0,0.00,0,0,0,0,42,0.00,0.00,NO
383,0,0,0,0,0.00,0,0,0,0,29,0.00,0.00,NO
72,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
92,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
282,1,1,4,1,1.00,1,2,2,1,24,2.00,0.00,NO
371,0,0,0,0,0.00,0,0,0,0,31,0.00,0.00,NO
47,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
108,0,0,0,0,0.00,0,0,0,0,7,0.00,0.00,NO
111,0,0,0,0,0.00,0,0,0,0,8,0.00,0.00,NO
319,0,0,0,0,0.00,0,0,0,0,34,0.00,0.00,NO
129,0,0,0,0,0.00,0,0,0,0,9,0.00,0.00,NO
49,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
358,0,0,0,0,0.00,0,0,0,0,37,0.00,0.00,NO
277,0,0,0,0,0.00,0,0,0,0,22,0.00,0.00,NO
49,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
89,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
41,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
66,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
63,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
24,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
50,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
72,0,0,0,0,0.00,0,0,0,0,7,0.00,0.00,NO
47,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
47,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
183,0,0,0,0,0.00,0,0,0,0,10,0.00,0.00,NO
49,0,0,0,0,0.00,0,0,0,0,7,0.00,0.00,NO
50,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
98,0,0,0,0,0.00,0,0,0,0,13,0.00,0.00,NO
143,0,0,0,0,0.00,0,0,0,0,7,0.00,0.00,NO
43,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
42,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
56,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
44,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
26,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
254,0,0,0,0,0.00,0,0,0,0,38,0.00,0.00,NO
16883,0,0,0,0,0.00,0,0,0,0,1943,0.00,0.00,NO
74,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
153,0,0,0,0,0.00,0,0,0,0,16,0.00,0.00,NO
68,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
100,0,0,0,0,0.00,0,0,0,0,8,0.00,0.00,NO
550,1,1,5,3,3.00,3,1,1,1,47,1.00,0.00,NO
437,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
1038,2,2,11,8,4.00,6,5,4,2,143,2.50,45.00,NO
104,1,1,15,9,9.00,9,3,3,1,19,3.00,0.00,NO
332,1,1,3,2,2.00,2,1,1,1,51,1.00,0.00,NO
123,0,0,0,0,0.00,0,0,0,0,9,0.00,0.00,NO
106,0,0,0,0,0.00,0,0,0,0,11,0.00,0.00,NO
106,0,0,0,0,0.00,0,0,0,0,5,0.00,0.00,NO
94,1,1,3,2,2.00,2,1,1,1,7,1.00,0.00,NO
101,1,1,4,2,2.00,2,0,0,1,4,0.00,0.00,NO
38,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
628,2,3,46,45,15.00,33,44,33,1,34,14.67,23.50,YES
32,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
111,0,0,0,0,0.00,0,0,0,0,5,0.00,0.00,NO
35,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
90,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
27,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
28,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
92,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
956,1,3,351,211,70.33,199,297,287,1,62,99.00,23.50,YES
67,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
29,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
105,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
72,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
37,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
47,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
31,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
90,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
223,0,0,0,0,0.00,0,0,0,0,14,0.00,0.00,NO
214,0,0,0,0,0.00,0,0,0,0,25,0.00,0.00,NO
107,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
37,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
27,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
48,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
167,1,1,5,3,3.00,3,1,1,1,11,1.00,0.00,NO
213,0,0,0,0,0.00,0,0,0,0,26,0.00,0.00,NO
867,1,1,11,6,6.00,6,1,1,1,109,1.00,0.00,NO
159,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
100,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
96,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
842,2,2,19,10,5.00,6,1,1,2,102,0.50,45.00,NO
525,1,1,2,1,1.00,1,0,0,0,51,0.00,0.00,NO
83,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
63,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
76,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
202,0,0,0,0,0.00,0,0,0,0,12,0.00,0.00,NO
155,1,1,6,3,3.00,3,0,0,1,15,0.00,0.00,NO
1263,1,1,3,2,2.00,2,1,1,1,96,1.00,0.00,NO
74,0,0,0,0,0.00,0,0,0,0,9,0.00,0.00,NO
101,0,0,0,0,0.00,0,0,0,0,9,0.00,0.00,NO
27,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
22,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
491,1,1,4,3,3.00,3,2,2,1,56,2.00,0.00,NO
62,0,0,0,0,0.00,0,0,0,0,5,0.00,0.00,NO
59,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
99,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
27,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
77,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
846,0,0,0,0,0.00,0,0,0,0,36,0.00,0.00,YES
64,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
45,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
63,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
54,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
64,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
132,0,0,0,0,0.00,0,0,0,0,15,0.00,0.00,NO
177,0,0,0,0,0.00,0,0,0,0,7,0.00,0.00,NO
70,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
36,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
58,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
62,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
132,0,0,0,0,0.00,0,0,0,0,9,0.00,0.00,NO
74,0,0,0,0,0.00,0,0,0,0,4,0.00,0.00,NO
86,1,1,7,5,5.00,5,3,3,1,3,3.00,0.00,NO
74,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,NO
48,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
74,0,0,0,0,0.00,0,0,0,0,4,0.00,0.00,NO
86,0,0,0,0,0.00,0,0,0,0,4,0.00,0.00,NO
355,0,0,0,0,0.00,0,0,0,0,37,0.00,0.00,NO
53,0,0,0,0,0.00,0,0,0,0,3,0.00,0.00,NO
804,1,1,10,8,8.00,8,6,6,1,63,6.00,0.00,NO
75,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
125,0,0,0,0,0.00,0,0,0,0,7,0.00,0.00,NO
200,0,0,0,0,0.00,0,0,0,0,21,0.00,0.00,NO
134,0,0,0,0,0.00,0,0,0,0,4,0.00,0.00,NO
57,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
123,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
266,1,1,112,87,87.00,87,98,98,0,10,98.00,0.00,YES
162,0,0,0,0,0.00,0,0,0,0,17,0.00,0.00,NO
130,0,0,0,0,0.00,0,0,0,0,11,0.00,0.00,YES
108,0,0,0,0,0.00,0,0,0,0,2,0.00,0.00,YES
354,1,1,3,2,2.00,2,1,1,0,21,1.00,0.00,YES
88,1,1,8,8,8.00,8,8,8,0,1,8.00,0.00,YES
28,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
58,1,1,3,2,2.00,2,1,1,0,3,1.00,0.00,NO
308,1,1,8,5,5.00,5,2,2,1,35,2.00,0.00,YES
343,2,2,13,8,4.00,6,3,2,1,27,1.50,45.00,YES
103,0,0,0,0,0.00,0,0,0,0,6,0.00,0.00,NO
35,0,0,0,0,0.00,0,0,0,0,1,0.00,0.00,NO
98,0,0,0,0,0.00,0,0,0,0,7,0.00,0.00,NO
117,1,1,2,1,1.00,1,0,0,1,8,0.00,0.00,NO
558,0,0,0,0,0.00,0,0,0,0,63,0.00,0.00,YES
